timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7,vwma17,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,NVDA,0.0070437416355568,0.0070062355496391,0.0070497003877335,0.00701065619742,2560458,,,,,
1749735060000,2025-06-12 09:31:00,NVDA,0.00701151149958,0.0069876318915519,0.0070190215483961,0.0069934960486747,1294483,,,,,
1749735120000,2025-06-12 09:32:00,NVDA,0.0069934960486747,0.006971070059254,0.0069974109579455,0.0069895855175788,1087172,,,,,
1749735180000,2025-06-12 09:33:00,NVDA,0.0069900740947854,0.0069764294355091,0.0069930021027957,0.0069764294355091,606806,,,,,
1749735240000,2025-06-12 09:34:00,NVDA,0.0069767117362244,0.0069589422407794,0.006977388377485,0.00697350069735,1195058,,,,,
1749735300000,2025-06-12 09:35:00,NVDA,0.00697350069735,0.006967184560719,0.0069969213546039,0.0069890970086664,834599,,,,,
1749735360000,2025-06-12 09:36:00,NVDA,0.0069898297976444,0.0069788589426051,0.0069993700566948,0.0069875732996439,823320,,,,,
1749735420000,2025-06-12 09:37:00,NVDA,0.0069876318915519,0.0069808027923211,0.0069949636261891,0.0069915353481539,523470,,,,,
1749735480000,2025-06-12 09:38:00,NVDA,0.0069912958366833,0.0069613644274277,0.006992029086841,0.0069675000958031,909607,,,,,
1749735540000,2025-06-12 09:39:00,NVDA,0.0069666991779294,0.0069577317794399,0.0069696124895455,0.0069642393274773,626710,,,,,
1749735600000,2025-06-12 09:40:00,NVDA,0.0069642732780834,0.0069603953504559,0.0069705841349505,0.0069647583228861,559714,,,,,
1749735660000,2025-06-12 09:41:00,NVDA,0.0069650687870193,0.0069635458375404,0.0069783670621074,0.0069662138627655,448145,,,,,
1749735720000,2025-06-12 09:42:00,NVDA,0.0069666991779294,0.0069647631736754,0.0069812901424183,0.0069764197014092,398861,,,,,
1749735780000,2025-06-12 09:43:00,NVDA,0.0069773932458833,0.0069647583228861,0.0069812901424183,0.006967184560719,453605,,,,,
1749735840000,2025-06-12 09:44:00,NVDA,0.006967184560719,0.0069526572708456,0.006971070059254,0.0069603953504559,779729,,,,,
1749735900000,2025-06-12 09:45:00,NVDA,0.0069601531233687,0.0069570057047446,0.0069725282387393,0.0069666991779294,657668,,,,,
1749735960000,2025-06-12 09:46:00,NVDA,0.0069662138627655,0.0069544849821374,0.0069666991779294,0.0069584580057059,618996,,,,,
1749736020000,2025-06-12 09:47:00,NVDA,0.0069584580057059,0.0069492703266157,0.006965243435258,0.0069591843835902,697211,,,,,
1749736080000,2025-06-12 09:48:00,NVDA,0.0069591843835902,0.0069473391690982,0.0069608798552136,0.006952410748427,696035,,,,,
1749736140000,2025-06-12 09:49:00,NVDA,0.006952410748427,0.0069497532837584,0.0069594265432528,0.0069570105447408,562383,,,,,
1749736200000,2025-06-12 09:50:00,NVDA,0.0069577317794399,0.0069526524369046,0.0069642732780834,0.0069608798552136,389254,,,,,
1749736260000,2025-06-12 09:51:00,NVDA,0.0069608798552136,0.0069579786793617,0.0069705841349505,0.0069691267684159,541294,,,,,
1749736320000,2025-06-12 09:52:00,NVDA,0.0069686411149825,0.0069642732780834,0.006975047465198,0.0069671311653014,410023,,,,,
1749736380000,2025-06-12 09:53:00,NVDA,0.0069666991779294,0.0069608798552136,0.0069725282387393,0.0069659712305388,267469,,,,,
1749736440000,2025-06-12 09:54:00,NVDA,0.0069659712305388,0.0069637883008356,0.0069715560513106,0.0069705841349505,283598,,,,,
1749736500000,2025-06-12 09:55:00,NVDA,0.0069705841349505,0.0069703411982016,0.0069787956273658,0.0069766630620574,395718,,,,,
1749736560000,2025-06-12 09:56:00,NVDA,0.0069766630620574,0.0069657286152131,0.0069798282962239,0.0069722851664633,413811,,,,,
1749736620000,2025-06-12 09:57:00,NVDA,0.0069725282387393,0.0069691267684159,0.0069795847147094,0.0069771498342926,319935,,,,,
1749736680000,2025-06-12 09:58:00,NVDA,0.0069773932458833,0.0069769064396846,0.006987387765084,0.006980315510261,445517,,,,,
