timestamp,datetime,symbol,open,high,low,close,volume
1749821400000,2025-06-13 09:30:00,SPY,598.5,599.355,598.16,599.32,680126.0
1749821460000,2025-06-13 09:31:00,SPY,599.34,600.08,599.3,600.06,502727.0
1749821520000,2025-06-13 09:32:00,SPY,600.07,600.37,599.62,599.72,561703.0
1749821580000,2025-06-13 09:33:00,SPY,599.72,599.9,599.37,599.4796,351473.0
1749821640000,2025-06-13 09:34:00,SPY,599.46,599.8,599.345,599.8,223117.0
1749821700000,2025-06-13 09:35:00,SPY,599.82,599.83,599.36,599.54,273117.0
1749821760000,2025-06-13 09:36:00,SPY,599.52,599.69,599.27,599.5,290798.0
1749821820000,2025-06-13 09:37:00,SPY,599.48,599.75,599.27,599.745,233745.0
1749821880000,2025-06-13 09:38:00,SPY,599.73,599.97,599.595,599.97,188252.0
1749821940000,2025-06-13 09:39:00,SPY,599.9599,600.21,599.95,600.04,217298.0
1749822000000,2025-06-13 09:40:00,SPY,600.06,600.07,599.39,599.65,182029.0
1749822060000,2025-06-13 09:41:00,SPY,599.64,599.97,599.56,599.74,154717.0
1749822120000,2025-06-13 09:42:00,SPY,599.74,599.96,599.72,599.83,131065.0
1749822180000,2025-06-13 09:43:00,SPY,599.82,599.91,599.53,599.61,125332.0
1749822240000,2025-06-13 09:44:00,SPY,599.62,599.7399,599.44,599.68,91273.0
1749822300000,2025-06-13 09:45:00,SPY,599.69,599.69,599.04,599.24,245873.0
1749822360000,2025-06-13 09:46:00,SPY,599.23,599.53,599.09,599.4,145455.0
1749822420000,2025-06-13 09:47:00,SPY,599.39,599.599,599.16,599.22,163799.0
1749822480000,2025-06-13 09:48:00,SPY,599.21,599.24,599.01,599.0999,124335.0
1749822540000,2025-06-13 09:49:00,SPY,599.09,599.09,598.76,598.99,206678.0
1749822600000,2025-06-13 09:50:00,SPY,598.99,599.48,598.77,599.21,307820.0
1749822660000,2025-06-13 09:51:00,SPY,599.22,599.72,598.91,598.92,268309.0
1749822720000,2025-06-13 09:52:00,SPY,598.93,599.2802,598.89,599.1,131529.0
1749822780000,2025-06-13 09:53:00,SPY,599.09,599.22,598.7568,598.76,140545.0
1749822840000,2025-06-13 09:54:00,SPY,598.76,598.8,598.46,598.47,150660.0
1749822900000,2025-06-13 09:55:00,SPY,598.47,598.71,598.23,598.71,152702.0
1749822960000,2025-06-13 09:56:00,SPY,598.7,598.77,598.37,598.49,102971.0
1749823020000,2025-06-13 09:57:00,SPY,598.47,598.53,598.11,598.18,216225.0
1749823080000,2025-06-13 09:58:00,SPY,598.17,598.24,597.87,598.15,169866.0
1749823140000,2025-06-13 09:59:00,SPY,598.165,598.165,597.86,598.15,124970.0
1749823200000,2025-06-13 10:00:00,SPY,598.17,599.167,598.1,598.47,397876.0
1749823260000,2025-06-13 10:01:00,SPY,598.48,598.63,598.31,598.55,209223.0
1749823320000,2025-06-13 10:02:00,SPY,598.53,598.58,598.03,598.34,139864.0
1749823380000,2025-06-13 10:03:00,SPY,598.3536,598.84,598.3536,598.68,158362.0
1749823440000,2025-06-13 10:04:00,SPY,598.68,598.72,598.27,598.38,147657.0
1749823500000,2025-06-13 10:05:00,SPY,598.37,598.57,598.2,598.32,143008.0
1749823560000,2025-06-13 10:06:00,SPY,598.31,598.93,598.23,598.8301,134536.0
1749823620000,2025-06-13 10:07:00,SPY,598.81,598.81,598.39,598.55,116974.0
1749823680000,2025-06-13 10:08:00,SPY,598.53,598.65,598.27,598.4,109716.0
1749823740000,2025-06-13 10:09:00,SPY,598.39,598.595,598.39,598.51,64125.0
1749823800000,2025-06-13 10:10:00,SPY,598.52,598.56,597.74,597.75,230143.0
1749823860000,2025-06-13 10:11:00,SPY,597.72,597.93,597.51,597.89,182836.0
1749823920000,2025-06-13 10:12:00,SPY,597.9,597.94,597.57,597.65,106378.0
1749823980000,2025-06-13 10:13:00,SPY,597.64,598.05,597.62,597.97,108843.0
