timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7,vwma17,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,SPY,0.0016666388893518,0.0016648076314781,0.001667083437526,0.0016656117792065,430645,,,,,
1749735060000,2025-06-12 09:31:00,SPY,0.0016656117792065,0.0016656117792065,0.0016669169820334,0.0016666388893518,247142,,,,,
1749735120000,2025-06-12 09:32:00,SPY,0.0016666666666666,0.0016666111129629,0.0016676672670268,0.0016674726117623,194643,,,,,
1749735180000,2025-06-12 09:33:00,SPY,0.0016674726117623,0.0016665833374997,0.0016675838377774,0.0016671112296612,119032,,,,,
1749735240000,2025-06-12 09:34:00,SPY,0.001667083437526,0.0016663889351774,0.0016675004168751,0.0016673614005835,116851,,,,,
1749735300000,2025-06-12 09:35:00,SPY,0.0016673336001067,0.0016669167041722,0.0016676394563495,0.001667278001934,116541,,,,,
1749735360000,2025-06-12 09:36:00,SPY,0.0016673058005568,0.0016672224074691,0.0016680010675206,0.0016675974639844,150152,,,,,
1749735420000,2025-06-12 09:37:00,SPY,0.0016676116465997,0.0016669167041722,0.0016678619677435,0.0016672001707212,174504,,,,,
1749735480000,2025-06-12 09:38:00,SPY,0.0016672224074691,0.0016654453400839,0.0016673614005835,0.0016658892516825,238492,,,,,
1749735540000,2025-06-12 09:39:00,SPY,0.0016658337497917,0.0016651957437596,0.00166600026656,0.0016657782515991,246466,,,,,
1749735600000,2025-06-12 09:40:00,SPY,0.0016657782515991,0.0016650571114589,0.0016661390559656,0.0016654314716585,223560,,,,,
1749735660000,2025-06-12 09:41:00,SPY,0.0016654037355005,0.0016651680154527,0.0016659725114535,0.0016653066662225,107954,,,,,
1749735720000,2025-06-12 09:42:00,SPY,0.0016652512031439,0.0016650571114589,0.0016655562958027,0.0016651125616091,82487,,,,,
1749735780000,2025-06-12 09:43:00,SPY,0.0016651125616091,0.0016643919976032,0.0016651957437596,0.0016645856571642,164370,,,,,
1749735840000,2025-06-12 09:44:00,SPY,0.0016645443725916,0.001664530519167,0.0016651957437596,0.0016647244880972,98066,,,,,
1749735900000,2025-06-12 09:45:00,SPY,0.0016647244880972,0.0016645859342488,0.0016655562958027,0.001665389867768,129022,,,,,
1749735960000,2025-06-12 09:46:00,SPY,0.0016654453400839,0.0016649046425865,0.0016654730776277,0.0016651402880692,122667,,,,,
1749736020000,2025-06-12 09:47:00,SPY,0.0016651402880692,0.0016648630650129,0.0016653621329958,0.0016651125616091,78122,,,,,
1749736080000,2025-06-12 09:48:00,SPY,0.0016651402880692,0.0016644751077747,0.001665389867768,0.0016646807025884,143035,,,,,
1749736140000,2025-06-12 09:49:00,SPY,0.0016646690637901,0.0016640319494134,0.0016648353477841,0.0016641429938165,108103,,,,,
1749736200000,2025-06-12 09:50:00,SPY,0.0016641981061425,0.0016636720569641,0.0016646136431734,0.0016645028130097,189578,,,,,
1749736260000,2025-06-12 09:51:00,SPY,0.001664447403462,0.0016642000448335,0.0016648630650129,0.001664336595433,146667,,,,,
1749736320000,2025-06-12 09:52:00,SPY,0.0016643227454668,0.0016634506620533,0.001664447403462,0.0016634783331947,134942,,,,,
1749736380000,2025-06-12 09:53:00,SPY,0.0016634506620533,0.0016633814882274,0.0016638935108153,0.0016636997354717,129055,,,,,
1749736440000,2025-06-12 09:54:00,SPY,0.0016636997354717,0.0016632293260594,0.0016638658258598,0.0016638104587125,113049,,,,,
1749736500000,2025-06-12 09:55:00,SPY,0.0016638381418255,0.0016638381418255,0.0016656672663068,0.0016652789342214,136753,,,,,
1749736560000,2025-06-12 09:56:00,SPY,0.0016652789342214,0.0016641981061425,0.0016653621329958,0.0016642396505096,122051,,,,,
1749736620000,2025-06-12 09:57:00,SPY,0.0016642258021568,0.0016640596398974,0.0016644197000715,0.0016643144355976,60434,,,,,
1749736680000,2025-06-12 09:58:00,SPY,0.001664336595433,0.001664336595433,0.0016653621329958,0.0016648356249518,125888,,,,,
1749736740000,2025-06-12 09:59:00,SPY,0.0016648492062831,0.0016643919976032,0.001664946222237,0.0016645307962333,78787,,,,,
1749736800000,2025-06-12 10:00:00,SPY,0.0016645582262467,0.0016640873313031,0.0016649739431577,0.0016646274979816,117853,,,,,
1749736860000,2025-06-12 10:01:00,SPY,0.0016646413530204,0.0016637827765206,0.0016646413530204,0.0016639488834902,109280,,,,,
1749736920000,2025-06-12 10:02:00,SPY,0.0016640319494134,0.0016636305409294,0.001664184258481,0.0016641405013855,83835,,,,,
1749736980000,2025-06-12 10:03:00,SPY,0.0016641981061425,0.0016638935108153,0.0016646967754823,0.0016645579491713,86216,,,,,
1749737040000,2025-06-12 10:04:00,SPY,0.0016645582262467,0.0016641427168793,0.0016648214895157,0.0016642258021568,74885,,,,,
1749737100000,2025-06-12 10:05:00,SPY,0.0016641981061425,0.0016638104587125,0.0016646136431734,0.0016642055839755,169456,,,,,
1749737160000,2025-06-12 10:06:00,SPY,0.0016642534990929,0.0016638658258598,0.0016645859342488,0.0016639073536385,98296,,,,,
