timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7,vwma17,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,AAPL,0.005023106288929,0.0050152966547971,0.0050316997081614,0.0050276824194012,831942,,,,,
1749735060000,2025-06-12 09:31:00,AAPL,0.0050304341264651,0.0050259565526159,0.0050443906376109,0.0050304341264651,296230,,,,,
1749735120000,2025-06-12 09:32:00,AAPL,0.0050279048720398,0.0050276520864756,0.0050469365095387,0.0050387987503779,182462,,,,,
1749735180000,2025-06-12 09:33:00,AAPL,0.0050387987503779,0.0050246206411415,0.0050441361916771,0.0050418473328627,203767,,,,,
1749735240000,2025-06-12 09:34:00,AAPL,0.0050426100549644,0.0050390932857105,0.0050535678188801,0.0050494849525348,286304,,,,,
1749735300000,2025-06-12 09:35:00,AAPL,0.0050484652665589,0.005035267010139,0.005049994950005,0.0050418473328627,163394,,,,,
1749735360000,2025-06-12 09:36:00,AAPL,0.0050419541000666,0.0050405766419678,0.005050505050505,0.0050438817714112,129608,,,,,
1749735420000,2025-06-12 09:37:00,AAPL,0.0050436273768094,0.0050431186645821,0.0050520359704961,0.0050502499873743,129158,,,,,
1749735480000,2025-06-12 09:38:00,AAPL,0.0050497399383931,0.0050367684093885,0.0050529294358404,0.005038544868242,254607,,,,,
1749735540000,2025-06-12 09:39:00,AAPL,0.0050380371807143,0.0050357538523516,0.0050433730078676,0.0050421015479251,146959,,,,,
1749735600000,2025-06-12 09:40:00,AAPL,0.005042864346949,0.005036007453291,0.0050454086781029,0.0050448996064978,162723,,,,,
1749735660000,2025-06-12 09:41:00,AAPL,0.0050447723546474,0.0050431186645821,0.0050502499873743,0.0050447723546474,111070,,,,,
1749735720000,2025-06-12 09:42:00,AAPL,0.0050446451092165,0.0050421015479251,0.0050469365095387,0.0050441361916771,105445,,,,,
1749735780000,2025-06-12 09:43:00,AAPL,0.0050433730078676,0.0050433730078676,0.0050528017785862,0.0050517807527153,259383,,,,,
1749735840000,2025-06-12 09:44:00,AAPL,0.0050519568502261,0.005050505050505,0.0050571559768503,0.0050538232172638,186658,,,,,
1749735900000,2025-06-12 09:45:00,AAPL,0.0050538232172638,0.0050477007722982,0.0050551005965018,0.0050512576368701,163968,,,,,
1749735960000,2025-06-12 09:46:00,AAPL,0.0050512703945042,0.0050489750580632,0.0050551005965018,0.0050539509261365,124190,,,,,
1749736020000,2025-06-12 09:47:00,AAPL,0.0050535678188801,0.0050479632225591,0.0050545895673271,0.0050484652665589,69542,,,,,
1749736080000,2025-06-12 09:48:00,AAPL,0.0050487201494421,0.0050438817714112,0.0050507601394009,0.0050487201494421,115310,,,,,
1749736140000,2025-06-12 09:49:00,AAPL,0.0050487201494421,0.0050482104094098,0.0050520359704961,0.0050502499873743,82016,,,,,
1749736200000,2025-06-12 09:50:00,AAPL,0.005050505050505,0.005047191238076,0.0050530570995452,0.0050501224654697,123125,,,,,
1749736260000,2025-06-12 09:51:00,AAPL,0.005049994950005,0.0050459178524573,0.0050530570995452,0.005049612442245,97901,,,,,
1749736320000,2025-06-12 09:52:00,AAPL,0.005049994950005,0.0050446451092165,0.005051015254066,0.0050494849525348,87667,,,,,
1749736380000,2025-06-12 09:53:00,AAPL,0.0050494849525348,0.0050491025220267,0.0050529294358404,0.0050492299924261,66654,,,,,
1749736440000,2025-06-12 09:54:00,AAPL,0.005049357469262,0.0050443906376109,0.005049357469262,0.0050456632524345,88182,,,,,
1749736500000,2025-06-12 09:55:00,AAPL,0.0050456632524345,0.0050451541294586,0.0050571457469404,0.0050566343042071,189386,,,,,
1749736560000,2025-06-12 09:56:00,AAPL,0.0050568900126422,0.0050528017785862,0.0050571457469404,0.0050553561498407,75333,,,,,
1749736620000,2025-06-12 09:57:00,AAPL,0.0050551005965018,0.0050497399383931,0.0050558673340411,0.0050507601394009,67651,,,,,
1749736680000,2025-06-12 09:58:00,AAPL,0.0050508876935121,0.0050489750580632,0.0050522912140655,0.0050493217750991,63838,,,,,
1749736740000,2025-06-12 09:59:00,AAPL,0.0050495614455884,0.0050477007722982,0.0050535678188801,0.0050520359704961,86754,,,,,
1749736800000,2025-06-12 10:00:00,AAPL,0.0050520359704961,0.0050485544726406,0.005053440129368,0.0050502372348941,111333,,,,,
1749736860000,2025-06-12 10:01:00,AAPL,0.005049994950005,0.0050494849525348,0.0050551005965018,0.0050550239355383,93415,,,,,
1749736920000,2025-06-12 10:02:00,AAPL,0.0050551005965018,0.0050528017785862,0.0050609848676552,0.0050609848676552,154779,,,,,
1749736980000,2025-06-12 10:03:00,AAPL,0.0050612435779145,0.0050595560340771,0.0050634193270715,0.005061497190869,131874,,,,,
1749737040000,2025-06-12 10:04:00,AAPL,0.0050620096178182,0.0050568900126422,0.0050626502974307,0.0050581689428426,100409,,,,,
1749737100000,2025-06-12 10:05:00,AAPL,0.0050579131050528,0.0050564399830912,0.0050607287449392,0.0050602165772695,82060,,,,,
1749737160000,2025-06-12 10:06:00,AAPL,0.0050602165772695,0.0050597045132564,0.0050668802863395,0.0050632911392405,158441,,,,,
1749737220000,2025-06-12 10:07:00,AAPL,0.0050632911392405,0.0050474459923278,0.0050632911392405,0.0050477007722982,192057,,,,,
1749737280000,2025-06-12 10:08:00,AAPL,0.0050477007722982,0.0050418473328627,0.0050494849525348,0.0050426100549644,155119,,,,,
1749737340000,2025-06-12 10:09:00,AAPL,0.0050431186645821,0.005039306591413,0.0050456632524345,0.0050441158371113,148190,,,,,
1749737400000,2025-06-12 10:10:00,AAPL,0.0050441361916771,0.0050405766419678,0.0050479555779909,0.0050416566883878,125848,,,,,
1749737460000,2025-06-12 10:11:00,AAPL,0.0050413389796329,0.0050410848414578,0.0050479555779909,0.0050456632524345,79300,,,,,
1749737520000,2025-06-12 10:12:00,AAPL,0.0050455359620575,0.0050426100549644,0.0050469365095387,0.0050464271295922,115416,,,,,
1749737580000,2025-06-12 10:13:00,AAPL,0.0050460095147555,0.0050408307289041,0.0050461724781753,0.0050413389796329,98737,,,,,
1749737640000,2025-06-12 10:14:00,AAPL,0.0050417202349441,0.00503956055032,0.0050448079845184,0.0050438817714112,69735,,,,,
1749737700000,2025-06-12 10:15:00,AAPL,0.0050438817714112,0.0050406986005004,0.0050441361916771,0.0050408307289041,65773,,,,,
1749737760000,2025-06-12 10:16:00,AAPL,0.0050405766419678,0.0050390526581002,0.0050448996064978,0.0050408307289041,106900,,,,,
1749737820000,2025-06-12 10:17:00,AAPL,0.0050405766419678,0.0050390526581002,0.0050438817714112,0.00503999995968,94767,,,,,
1749737880000,2025-06-12 10:18:00,AAPL,0.00503956055032,0.0050367684093885,0.005042864346949,0.0050421015479251,110591,,,,,
1749737940000,2025-06-12 10:19:00,AAPL,0.0050418473328627,0.0050405766419678,0.0050435001891312,0.0050421040902052,81692,,,,,
1749738000000,2025-06-12 10:20:00,AAPL,0.0050423557886244,0.005037022112527,0.0050423557886244,0.0050385524843338,62774,,,,,
1749738060000,2025-06-12 10:21:00,AAPL,0.005038544868242,0.005037022112527,0.0050405766419678,0.0050400685449322,58752,,,,,
1749738120000,2025-06-12 10:22:00,AAPL,0.0050400685449322,0.0050383443194431,0.0050464271295922,0.0050429838730418,130277,,,,,
1749738180000,2025-06-12 10:23:00,AAPL,0.0050432610936614,0.0050415931434333,0.0050464271295922,0.0050432458330181,55752,,,,,
1749738240000,2025-06-12 10:24:00,AAPL,0.0050436273768094,0.0050431186645821,0.005045317037632,0.0050433730078676,36189,,,,,
1749738300000,2025-06-12 10:25:00,AAPL,0.0050436273768094,0.0050421015479251,0.0050448996064978,0.0050431186645821,54794,,,,,
1749738360000,2025-06-12 10:26:00,AAPL,0.005042864346949,0.0050413415211441,0.0050435001891312,0.0050413415211441,40285,,,,,
1749738420000,2025-06-12 10:27:00,AAPL,0.0050418473328627,0.0050400685449322,0.0050451541294586,0.0050449581445047,54203,,,,,
1749738480000,2025-06-12 10:28:00,AAPL,0.0050454086781029,0.0050436273768094,0.005046681806712,0.0050457905492343,79612,,,,,
1749738540000,2025-06-12 10:29:00,AAPL,0.0050456632524345,0.0050452330367913,0.0050515230089295,0.0050488042664415,109355,,,,,
1749738600000,2025-06-12 10:30:00,AAPL,0.0050484652665589,0.0050461724781753,0.005050505050505,0.005046681806712,56050,,,,,
1749738660000,2025-06-12 10:31:00,AAPL,0.005046681806712,0.0050423557886244,0.0050476880326888,0.0050441361916771,55610,,,,,
1749738720000,2025-06-12 10:32:00,AAPL,0.0050436273768094,0.005042864346949,0.0050492299924261,0.0050484652665589,70278,,,,,
1749738780000,2025-06-12 10:33:00,AAPL,0.0050487201494421,0.0050431186645821,0.0050489750580632,0.0050436273768094,56548,,,,,
1749738840000,2025-06-12 10:34:00,AAPL,0.0050436273768094,0.0050410848414578,0.0050437545709025,0.005043121207888,86841,,,,,
1749738900000,2025-06-12 10:35:00,AAPL,0.0050433730078676,0.0050418473328627,0.005046554464939,0.005045653068968,102366,,,,,
1749738960000,2025-06-12 10:36:00,AAPL,0.005045660706564,0.0050423557886244,0.0050459178524573,0.0050426100549644,63089,,,,,
1749739020000,2025-06-12 10:37:00,AAPL,0.0050426100549644,0.0050380371807143,0.0050431186645821,0.0050380625626609,71539,,,,,
1749739080000,2025-06-12 10:38:00,AAPL,0.0050380828684022,0.0050375600477157,0.0050421015479251,0.00503956055032,45635,,,,,
1749739140000,2025-06-12 10:39:00,AAPL,0.0050398145348251,0.0050396215042665,0.0050426100549644,0.0050403225806451,47692,,,,,
1749739200000,2025-06-12 10:40:00,AAPL,0.0050405766419678,0.00503956055032,0.005042864346949,0.0050401955595877,39559,,,,,
