timestamp,datetime,symbol,open,high,low,close,volume
1749821400000,2025-06-13 09:30:00,META,687.95,691.4347,686.66,690.935,178461.0
1749821460000,2025-06-13 09:31:00,META,690.75,691.83,690.37,690.7795,49953.0
1749821520000,2025-06-13 09:32:00,META,691.03,691.88,690.67,691.015,37166.0
1749821580000,2025-06-13 09:33:00,META,691.3,691.79,690.14,690.34,31547.0
1749821640000,2025-06-13 09:34:00,META,690.1001,690.83,690.08,690.74,17438.0
1749821700000,2025-06-13 09:35:00,META,690.8554,691.1472,690.05,690.78,32948.0
1749821760000,2025-06-13 09:36:00,META,690.7,690.83,690.01,690.3,13273.0
1749821820000,2025-06-13 09:37:00,META,690.422,690.8518,689.84,690.578,23864.0
1749821880000,2025-06-13 09:38:00,META,690.89,692.66,690.89,692.585,24226.0
1749821940000,2025-06-13 09:39:00,META,692.5926,693.43,692.5926,692.89,30204.0
1749822000000,2025-06-13 09:40:00,META,692.87,693.13,691.77,692.32,20871.0
1749822060000,2025-06-13 09:41:00,META,692.3486,693.2936,691.88,693.035,16458.0
1749822120000,2025-06-13 09:42:00,META,693.0297,693.88,692.82,693.56,28814.0
1749822180000,2025-06-13 09:43:00,META,693.49,693.8741,692.82,693.23,21923.0
1749822240000,2025-06-13 09:44:00,META,693.25,694.3423,693.12,694.12,42360.0
1749822300000,2025-06-13 09:45:00,META,694.16,694.16,692.1601,692.58,30387.0
1749822360000,2025-06-13 09:46:00,META,692.6,693.255,692.1,692.665,10492.0
1749822420000,2025-06-13 09:47:00,META,692.6516,693.2425,692.3119,692.7,21347.0
1749822480000,2025-06-13 09:48:00,META,692.46,693.0,692.3901,692.3901,7478.0
1749822540000,2025-06-13 09:49:00,META,692.49,693.14,692.26,692.52,10404.0
1749822600000,2025-06-13 09:50:00,META,692.5,693.13,691.76,692.865,23266.0
1749822660000,2025-06-13 09:51:00,META,692.865,693.59,692.26,692.26,12435.0
1749822720000,2025-06-13 09:52:00,META,692.31,692.6899,691.975,691.975,11027.0
1749822780000,2025-06-13 09:53:00,META,692.16,692.38,691.55,691.55,9687.0
1749822840000,2025-06-13 09:54:00,META,691.31,691.5603,690.775,691.12,12946.0
1749822900000,2025-06-13 09:55:00,META,691.035,692.3221,690.65,692.3221,18512.0
1749822960000,2025-06-13 09:56:00,META,692.37,692.37,691.575,691.7,6755.0
1749823020000,2025-06-13 09:57:00,META,691.77,692.09,691.679,691.9,30996.0
1749823080000,2025-06-13 09:58:00,META,691.895,692.22,691.895,692.205,5532.0
1749823140000,2025-06-13 09:59:00,META,692.215,692.39,691.836,692.0625,15909.0
1749823200000,2025-06-13 10:00:00,META,692.25,694.0,691.85,693.1,25493.0
1749823260000,2025-06-13 10:01:00,META,693.145,693.48,692.785,693.21,9655.0
1749823320000,2025-06-13 10:02:00,META,693.14,693.14,692.1801,692.4,5972.0
1749823380000,2025-06-13 10:03:00,META,692.36,692.94,692.2,692.28,24579.0
1749823440000,2025-06-13 10:04:00,META,692.23,692.478,691.793,692.19,10210.0
1749823500000,2025-06-13 10:05:00,META,692.08,692.37,691.87,692.115,11589.0
1749823560000,2025-06-13 10:06:00,META,692.15,693.0,692.065,692.705,9628.0
1749823620000,2025-06-13 10:07:00,META,692.37,692.5122,691.89,692.14,5871.0
1749823680000,2025-06-13 10:08:00,META,692.0,692.37,691.87,692.185,11264.0
1749823740000,2025-06-13 10:09:00,META,692.03,692.26,691.9661,692.04,11825.0
1749823800000,2025-06-13 10:10:00,META,692.01,692.05,689.58,689.58,72111.0
1749823860000,2025-06-13 10:11:00,META,689.55,689.9889,689.1839,689.5525,12198.0
1749823920000,2025-06-13 10:12:00,META,689.5,689.6299,688.3501,688.8,19326.0
1749823980000,2025-06-13 10:13:00,META,688.78,690.35,688.78,689.88,19413.0
