timestamp,datetime,symbol,open,high,low,close,volume
1749821400000,2025-06-13 09:30:00,MSFT,0.0020990323460884533,0.0020931011386470196,0.002103624545091192,0.002093451683135153,448201
1749821460000,2025-06-13 09:31:00,MSFT,0.002093385947100137,0.00209003887472307,0.0020941969801679546,0.0020915251401321844,75970
1749821520000,2025-06-13 09:32:00,MSFT,0.0020914376542435272,0.002089995193011056,0.0020962163295252067,0.0020952061682869595,58102
1749821580000,2025-06-13 09:33:00,MSFT,0.0020952061682869595,0.002091656382689452,0.0020959527153067425,0.0020920502092050207,47762
1749821640000,2025-06-13 09:34:00,MSFT,0.002091949550544639,0.002090960547547293,0.002092882107950859,0.002091175240485153,39699
1749821700000,2025-06-13 09:35:00,MSFT,0.0020913720446298794,0.002089514814660036,0.0020920502092050207,0.002091612633340305,34422
1749821760000,2025-06-13 09:36:00,MSFT,0.0020917657640697395,0.002091488832599953,0.0020938023450586263,0.0020933640360058614,30211
1749821820000,2025-06-13 09:37:00,MSFT,0.002093451683135153,0.00209148139627298,0.002094065418603677,0.002092115861376403,32645
1749821880000,2025-06-13 09:38:00,MSFT,0.002092115861376403,0.0020909128925688954,0.00209345124488125,0.002091459525029542,19455
1749821940000,2025-06-13 09:39:00,MSFT,0.0020914485895793576,0.002089514814660036,0.0020914485895793576,0.0020899078350644735,27382
1749822000000,2025-06-13 09:40:00,MSFT,0.0020896021397525913,0.0020896021397525913,0.002092838307312377,0.00209139391404371,24616
1749822060000,2025-06-13 09:41:00,MSFT,0.0020912937558778422,0.002089515251267343,0.0020925755419770654,0.002092006443379846,26710
1749822120000,2025-06-13 09:42:00,MSFT,0.0020919569902010642,0.0020902136198319467,0.0020920502092050207,0.00209148139627298,17170
1749822180000,2025-06-13 09:43:00,MSFT,0.0020915251401321844,0.0020915251401321844,0.0020931011386470196,0.002092181517668473,32120
1749822240000,2025-06-13 09:44:00,MSFT,0.0020922034040149386,0.002091691383486515,0.0020930792335143848,0.0020919823729565255,14138
1749822300000,2025-06-13 09:45:00,MSFT,0.0020917657640697395,0.0020917657640697395,0.0020934078586531016,0.002092838307312377,65212
1749822360000,2025-06-13 09:46:00,MSFT,0.0020927726097920833,0.002091262704420929,0.0020932106711880017,0.0020921377463492194,80234
1749822420000,2025-06-13 09:47:00,MSFT,0.002092269065801862,0.0020915688858212543,0.0020928768517774385,0.0020916782580503467,27102
1749822480000,2025-06-13 09:48:00,MSFT,0.002091656382689452,0.0020905199311215495,0.0020919189172227686,0.00209148139627298,39379
1749822540000,2025-06-13 09:49:00,MSFT,0.0020914376542435272,0.0020901009058915346,0.0020925317541693697,0.0020907380305247754,20884
1749822600000,2025-06-13 09:50:00,MSFT,0.0020907380305247754,0.0020887239818097206,0.0020919189172227686,0.002089689472144439,36012
1749822660000,2025-06-13 09:51:00,MSFT,0.002089471154850707,0.0020884674825612966,0.00209139391404371,0.00209139391404371,28798
1749822720000,2025-06-13 09:52:00,MSFT,0.0020911074609668654,0.002090628756598547,0.002092181517668473,0.0020908036003638,19664
1749822780000,2025-06-13 09:53:00,MSFT,0.002090869174315763,0.0020904320923134812,0.0020918313983892896,0.0020915251401321844,13491
1749822840000,2025-06-13 09:54:00,MSFT,0.0020919626793858,0.0020919626793858,0.0020933640360058614,0.002093057328840237,12588
1749822900000,2025-06-13 09:55:00,MSFT,0.002093188763762716,0.00209139391404371,0.002093188763762716,0.0020915251401321844,19144
1749822960000,2025-06-13 09:56:00,MSFT,0.00209148139627298,0.002091227717968665,0.002092487968194183,0.0020922646882211775,11252
1749823020000,2025-06-13 09:57:00,MSFT,0.0020922252908193153,0.0020918751568906368,0.0020925317541693697,0.002092487968194183,10258
1749823080000,2025-06-13 09:58:00,MSFT,0.0020924398057378885,0.0020917876417186126,0.002092750711535242,0.002092312842616228,15106
1749823140000,2025-06-13 09:59:00,MSFT,0.002092356621262528,0.002089973352839751,0.002092356621262528,0.0020902136198319467,14756
1749823200000,2025-06-13 10:00:00,MSFT,0.0020898641588296763,0.0020868984515213487,0.002090869174315763,0.0020908254578907754,41168
1749823260000,2025-06-13 10:01:00,MSFT,0.0020905631977254672,0.002090082558261051,0.0020918313983892896,0.0020906069031839942,25368
1749823320000,2025-06-13 10:02:00,MSFT,0.0020907161748256863,0.0020907161748256863,0.0020917876417186126,0.0020914289060571965,14833
1749823380000,2025-06-13 10:03:00,MSFT,0.0020910877838651665,0.002090344697840674,0.002091656382689452,0.0020909784733766164,16263
1749823440000,2025-06-13 10:04:00,MSFT,0.0020910877838651665,0.0020907389047622434,0.002092006443379846,0.002091175240485153,20309
1749823500000,2025-06-13 10:05:00,MSFT,0.0020911971057832055,0.0020908036003638,0.0020927945085072097,0.00209259743656814,27975
1749823560000,2025-06-13 10:06:00,MSFT,0.0020925755419770654,0.0020914100977044055,0.0020929254723889763,0.002092334731710379,15023
1749823620000,2025-06-13 10:07:00,MSFT,0.002092356621262528,0.002092181517668473,0.0020938023450586263,0.0020934955094521323,20926
1749823680000,2025-06-13 10:08:00,MSFT,0.0020935831675913327,0.0020914376542435272,0.002093714668564968,0.0020915251401321844,79958
1749823740000,2025-06-13 10:09:00,MSFT,0.002091612633340305,0.0020914376542435272,0.002093977720077058,0.002093977720077058,47518
1749823800000,2025-06-13 10:10:00,MSFT,0.002093850131839274,0.002093850131839274,0.002096963596711961,0.00209695568168045,22649
1749823860000,2025-06-13 10:11:00,MSFT,0.00209659209438019,0.00209659209438019,0.0020982836040119184,0.0020982836040119184,28648
