timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,MSFT,475.02,476.0854,473.52,475.1,1484419.0,,,,,,,
1749736800000,2025-06-12 10:00:00,MSFT,475.04,477.02,474.77,476.52,876622.0,,,,,,,
1749738600000,2025-06-12 10:30:00,MSFT,476.53,476.86,475.75,476.67,520207.0,,,,,,,
1749740400000,2025-06-12 11:00:00,MSFT,476.67,478.0836,476.34,476.99,660624.0,,,,,,,
1749742200000,2025-06-12 11:30:00,MSFT,476.98,477.8816,476.58,477.74,335183.0,,,,,,,
1749744000000,2025-06-12 12:00:00,MSFT,477.73,478.815,477.44,478.7,589141.0,,,,,,,
1749745800000,2025-06-12 12:30:00,MSFT,478.64,479.33,477.8,478.69,585874.0,477.20142857142855,,,,,,
1749747600000,2025-06-12 13:00:00,MSFT,478.64,479.99,478.509,479.28,647052.0,477.7210714285714,,,,,,
1749749400000,2025-06-12 13:30:00,MSFT,479.3,479.84,479.12,479.4,359734.0,478.14080357142853,,,,0.9050726162912974,,
1749751200000,2025-06-12 14:00:00,MSFT,479.37,480.15,479.31,479.4849,514359.0,478.4768276785714,,,,0.6221984386804332,,
1749753000000,2025-06-12 14:30:00,MSFT,479.5,480.13,478.97,479.85,509500.0,478.82012075892857,,,,0.6671282019006874,,
1749754800000,2025-06-12 15:00:00,MSFT,479.82,480.415,479.56,479.74,557090.0,479.0500905691964,478.1804083333334,,,0.5765320027673536,,
1749756600000,2025-06-12 15:30:00,MSFT,479.72,479.72,477.99,479.03,1477262.0,479.04506792689733,478.31111474358977,,,0.2700213505253828,,
1749771000000,,,476.5,476.5,475.2,475.2,2664.0,478.083800945173,,,,-0.7311468560685189,,
