timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,META,693.3,694.0,687.705,688.39,776633.0,,,,,,,
1749736800000,2025-06-12 10:00:00,META,688.62,691.7,687.0,691.34,400494.0,,,,,,,
1749738600000,2025-06-12 10:30:00,META,691.345,693.95,690.94,692.335,318550.0,,,,,,,
1749740400000,2025-06-12 11:00:00,META,692.39,695.38,691.99,692.792,294314.0,,,,,,,
1749742200000,2025-06-12 11:30:00,META,692.87,693.92,691.42,692.2,203151.0,,,,,,,
1749744000000,2025-06-12 12:00:00,META,692.35,693.1799,690.28,692.66,175779.0,,,,,,,
1749745800000,2025-06-12 12:30:00,META,692.63,693.35,690.72,691.0,118173.0,691.531,,,,,,
1749747600000,2025-06-12 13:00:00,META,691.005,691.83,690.71,691.0425,115578.0,691.408875,,,,,,
1749749400000,2025-06-12 13:30:00,META,691.065,692.31,691.05,691.565,86815.0,691.44790625,,,,0.461221110126537,,
1749751200000,2025-06-12 14:00:00,META,691.59,692.86,691.48,692.64,104333.0,691.7459296874999,,,,0.1880406167732164,,
1749753000000,2025-06-12 14:30:00,META,692.71,694.3,692.17,694.225,140350.0,692.3656972656249,,,,0.2729892320913988,,
1749754800000,2025-06-12 15:00:00,META,694.16,694.4883,693.48,693.825,150999.0,692.7305229492188,692.0012083333335,,,0.1491068026189701,,
1749756600000,2025-06-12 15:30:00,META,693.77,694.3,691.56,693.31,381600.0,692.875392211914,692.202560897436,,,0.160358277954334,,
1749771000000,,,691.89,691.89,691.89,691.89,1200.0,692.6290441589355,,,,-0.11116565125746858,,
