timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,TSLA,323.075,329.3528,322.77,326.3,10885038.0,,,,,,,
1749736800000,2025-06-12 10:00:00,TSLA,326.32,328.24,324.1201,326.4991,6962246.0,,,,,,,
1749738600000,2025-06-12 10:30:00,TSLA,326.53,326.8583,323.89,326.1,5086760.0,,,,,,,
1749740400000,2025-06-12 11:00:00,TSLA,326.0914,328.7499,325.3,326.4,6024969.0,,,,,,,
1749742200000,2025-06-12 11:30:00,TSLA,326.4,327.6899,325.05,326.745,4232015.0,,,,,,,
1749744000000,2025-06-12 12:00:00,TSLA,326.745,332.56,326.09,326.37,8996928.0,,,,,,,
1749745800000,2025-06-12 12:30:00,TSLA,326.365,326.58,323.51,324.1408,5865041.0,326.0792714285714,,,,,,
1749747600000,2025-06-12 13:00:00,TSLA,324.195,325.62,323.55,325.0921,3406089.0,325.83247857142857,,,,,,
1749749400000,2025-06-12 13:30:00,TSLA,325.085,325.77,321.85,322.89,4011396.0,325.0968589285714,,,,-1.045050566962925,,
1749751200000,2025-06-12 14:00:00,TSLA,322.85,323.38,319.1,319.66,4773006.0,323.73764419642856,,,,-2.0946765243763226,,
1749753000000,2025-06-12 14:30:00,TSLA,319.7,320.77,318.68,319.41,4837027.0,322.6557331473214,,,,-2.051517939282428,,
1749754800000,2025-06-12 15:00:00,TSLA,319.41,319.9399,316.86,319.5,6422098.0,321.8667998604911,324.09225,,,-2.1139705882352873,,
1749756600000,2025-06-12 15:30:00,TSLA,319.45,319.79,318.36,319.175,5274425.0,321.1938498953683,323.33574999999996,,,-2.3167913816584775,,
1749771000000,,,316.9201,316.9201,316.52,316.64,37509.0,320.05538742152623,,,,-2.981278916567092,,
