timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,QQQ,0.0018829200323862,0.0018776169285942,0.0018838067967749,0.001880582980724,2356381.0,,,,,,,
1749736800000,2025-06-12 10:00:00,QQQ,0.001880582980724,0.0018743791119191,0.0018820341024579,0.0018752402651589,2380199.0,,,,,,,
1749738600000,2025-06-12 10:30:00,QQQ,0.0018751875187518,0.0018728345350688,0.0018760670131137,0.0018740879048428,1467777.0,,,,,,,
1749740400000,2025-06-12 11:00:00,QQQ,0.0018740629685157,0.0018704041831215,0.0018784630640625,0.0018754336940417,2342384.0,,,,,,,
1749742200000,2025-06-12 11:30:00,QQQ,0.0018753985221859,0.0018743791119191,0.0018774410253531,0.0018750468761719,1465775.0,,,,,,,
1749744000000,2025-06-12 12:00:00,QQQ,0.0018750468761719,0.0018715376553376,0.0018767712028226,0.0018722258293773,1909365.0,,,,,,,
1749745800000,2025-06-12 12:30:00,QQQ,0.0018722384482887,0.0018711874555592,0.001875679933976,0.0018750117188232,1784677.0,0.0018753756098771,,,,,,
1749747600000,2025-06-12 13:00:00,QQQ,0.0018749062546872,0.0018717128043872,0.0018753985221859,0.0018735011990407,1185850.0,0.001874907007168,,,,,,
1749749400000,2025-06-12 13:30:00,QQQ,0.0018736065051617,0.0018712224696394,0.0018743439796071,0.0018738522654873,1077635.0,0.0018746433217478,,,,-0.357905782711532,,
1749751200000,2025-06-12 14:00:00,QQQ,0.0018738522654873,0.0018727293157047,0.0018768064261852,0.0018752402651589,1331907.0,0.0018747925576006,,,,0.0,,
1749753000000,2025-06-12 14:30:00,QQQ,0.0018752226826935,0.001873711472042,0.0018766303225927,0.0018738522654873,1401515.0,0.0018745574845722,,,,-0.0125735487055424,,
1749754800000,2025-06-12 15:00:00,QQQ,0.0018738522654873,0.0018724838498267,0.0018744845167578,0.0018739576110788,1102285.0,0.0018744075161989,0.0018748360729494,,,-0.0787062196647836,,
1749756600000,2025-06-12 15:30:00,QQQ,0.0018739576110788,0.0018737118231216,0.0018775816748028,0.0018738522654873,2536487.0,0.001874268703521,0.0018746847179552,,,-0.0637109770310897,,
1749771000000,,,0.0018816799638717,0.0018866500641461,0.0018816796097998,0.0018865432867357,76056.0,0.0018773373493246783,,,,0.764729186711511,,
