timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7
1749821400000,2025-06-13 09:30:00,NVDA,142.48,143.58,142.4,143.295,6094597.0,,
1749821580000,2025-06-13 09:33:00,NVDA,143.3,143.57,142.8848,142.9898,2420563.0,,
1749821760000,2025-06-13 09:36:00,NVDA,142.98,143.125,142.67,143.025,2235519.0,,
1749821940000,2025-06-13 09:39:00,NVDA,143.025,143.14,142.72,142.9418,1755268.0,,
1749822120000,2025-06-13 09:42:00,NVDA,142.945,143.28,142.83,143.14,1490110.0,,
1749822300000,2025-06-13 09:45:00,NVDA,143.14,143.165,142.82,142.93,1502756.0,,
1749822480000,2025-06-13 09:48:00,NVDA,142.92,143.39,142.83,143.33,1405879.0,,
1749822660000,2025-06-13 09:51:00,NVDA,143.3201,143.4899,143.05,143.165,1494604.0,,
1749822840000,2025-06-13 09:54:00,NVDA,143.175,143.175,142.83,142.9,1407622.0,,
1749823020000,2025-06-13 09:57:00,NVDA,142.89,142.98,142.66,142.918,1321519.0,,
1749823200000,2025-06-13 10:00:00,NVDA,142.93,143.3602,142.82,142.92,1458936.0,,
1749823380000,2025-06-13 10:03:00,NVDA,142.92,143.05,142.6703,142.7,1185795.0,,
1749823560000,2025-06-13 10:06:00,NVDA,142.695,142.95,142.66,142.745,1078342.0,,
1749823740000,2025-06-13 10:09:00,NVDA,142.74,142.78,142.28,142.4199,2090671.0,,
1749823920000,2025-06-13 10:12:00,NVDA,142.415,142.42,142.2,142.325,1023864.0,-0.7011790971883233,142.65416420854842
