timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7
1749821400000,2025-06-13 09:30:00,MSFT,476.41,478.47,475.37,477.28,582273.0,,
1749821580000,2025-06-13 09:33:00,MSFT,477.28,478.58,477.11,478.1,121883.0,,
1749821760000,2025-06-13 09:36:00,MSFT,478.065,478.26,477.54,478.135,82311.0,,
1749821940000,2025-06-13 09:39:00,MSFT,478.1375,478.58,477.82,478.01,78708.0,,
1749822120000,2025-06-13 09:42:00,MSFT,478.0213,478.42,477.76,478.0155,63428.0,,
1749822300000,2025-06-13 09:45:00,MSFT,478.065,478.18,477.69,478.085,172548.0,,
1749822480000,2025-06-13 09:48:00,MSFT,478.09,478.7612,477.89,478.54,96275.0,,
1749822660000,2025-06-13 09:51:00,MSFT,478.59,478.82,477.97,478.12,61953.0,,
1749822840000,2025-06-13 09:54:00,MSFT,478.02,478.188,477.7,477.951,42984.0,,
1749823020000,2025-06-13 09:57:00,MSFT,477.96,478.475,477.84,478.42,40120.0,,
1749823200000,2025-06-13 10:00:00,MSFT,478.5,479.18,478.05,478.142,81369.0,,
1749823380000,2025-06-13 10:03:00,MSFT,478.22,478.39,477.83,477.875,64547.0,,
1749823560000,2025-06-13 10:06:00,MSFT,477.88,478.1463,477.6,478.12,115907.0,,
1749823740000,2025-06-13 10:09:00,MSFT,478.1,478.14,476.58,476.58,98815.0,,
1749823920000,2025-06-13 10:12:00,MSFT,476.575,476.575,476.2,476.23,66868.0,-0.48271826806536594,477.3352820554461
