timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7
1749821400000,2025-06-13 09:30:00,AMZN,209.96,211.59,209.62,211.53,948022.0,,
1749821580000,2025-06-13 09:33:00,AMZN,211.515,211.6699,211.06,211.34,253707.0,,
1749821760000,2025-06-13 09:36:00,AMZN,211.36,211.61,210.91,211.61,225508.0,,
1749821940000,2025-06-13 09:39:00,AMZN,211.6,212.118,211.5801,211.6813,327940.0,,
1749822120000,2025-06-13 09:42:00,AMZN,211.6783,211.926,211.49,211.56,176427.0,,
1749822300000,2025-06-13 09:45:00,AMZN,211.58,211.58,210.84,210.88,176135.0,,
1749822480000,2025-06-13 09:48:00,AMZN,210.8716,210.8716,210.4,210.785,271372.0,,
1749822660000,2025-06-13 09:51:00,AMZN,210.81,211.18,210.75,210.835,152024.0,,
1749822840000,2025-06-13 09:54:00,AMZN,210.82,211.205,210.68,211.205,114224.0,,
1749823020000,2025-06-13 09:57:00,AMZN,211.1925,211.26,210.82,211.12,183639.0,,
1749823200000,2025-06-13 10:00:00,AMZN,211.16,211.55,211.07,211.1569,199232.0,,
1749823380000,2025-06-13 10:03:00,AMZN,211.13,211.38,210.98,211.16,149844.0,,
1749823560000,2025-06-13 10:06:00,AMZN,211.16,211.43,211.02,211.28,198885.0,,
1749823740000,2025-06-13 10:09:00,AMZN,211.28,211.48,210.6,210.69,235178.0,,
1749823920000,2025-06-13 10:12:00,AMZN,210.695,210.98,210.47,210.96,141522.0,0.08302298550656421,211.0453988571167
