timestamp,datetime,symbol,open,high,low,close,volume,roc8,ema7
1749821400000,2025-06-13 09:30:00,META,687.95,691.88,686.66,691.015,265580.0,,
1749821580000,2025-06-13 09:33:00,META,691.3,691.79,690.05,690.78,81933.0,,
1749821760000,2025-06-13 09:36:00,META,690.7,692.66,689.84,692.585,61363.0,,
1749821940000,2025-06-13 09:39:00,META,692.5926,693.43,691.77,693.035,67533.0,,
1749822120000,2025-06-13 09:42:00,META,693.0297,694.3423,692.82,694.12,93097.0,,
1749822300000,2025-06-13 09:45:00,META,694.16,694.16,692.1,692.7,62226.0,,
1749822480000,2025-06-13 09:48:00,META,692.46,693.14,691.76,692.865,41148.0,,
1749822660000,2025-06-13 09:51:00,META,692.865,693.59,691.55,691.55,33149.0,,
1749822840000,2025-06-13 09:54:00,META,691.31,692.37,690.65,691.7,38213.0,,
1749823020000,2025-06-13 09:57:00,META,691.77,692.39,691.679,692.0625,52437.0,,
1749823200000,2025-06-13 10:00:00,META,692.25,694.0,691.85,692.4,41120.0,,
1749823380000,2025-06-13 10:03:00,META,692.36,692.94,691.793,692.115,46378.0,,
1749823560000,2025-06-13 10:06:00,META,692.15,693.0,691.87,692.185,26763.0,,
1749823740000,2025-06-13 10:09:00,META,692.03,692.26,689.1839,689.5525,96134.0,,
1749823920000,2025-06-13 10:12:00,META,689.5,690.35,688.3501,689.88,38739.0,-0.43081985668203965,691.1005571855818
