timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,MSFT,0.0021051745189676,0.0021010168921758,0.0021096156280325,0.0021073483236044,592433.0,,,,,,,
1749735180000,2025-06-12 09:33:00,MSFT,0.0021076094818821,0.0021059947139532,0.0021118432167595,0.0021067489703264,133683.0,,,,,,,
1749735360000,2025-06-12 09:36:00,MSFT,0.0021066823965618,0.002105130202303,0.0021094598727995,0.0021066380163896,136553.0,,,,,,,
1749735540000,2025-06-12 09:39:00,MSFT,0.002106660206242,0.0021021091091324,0.0021076148123169,0.0021032484672576,152160.0,,,,,,,
1749735720000,2025-06-12 09:42:00,MSFT,0.0021032484672576,0.0021022982534736,0.0021056621254553,0.0021026956558307,140148.0,,,,,,,
1749735900000,2025-06-12 09:45:00,MSFT,0.0021029609690444,0.0021004634882733,0.0021034917963819,0.0021027403122022,103745.0,,,,,,,
1749736080000,2025-06-12 09:48:00,MSFT,0.0021031378817195,0.0021030494216614,0.002106149957877,0.0021061056001347,64335.0,0.0021050750493922,,,,,,
1749736260000,2025-06-12 09:51:00,MSFT,0.0021058838394474,0.0021049972635035,0.0021070370613069,0.0021053283122656,57414.0,0.0021051383651105,,,,,,
1749736440000,2025-06-12 09:54:00,MSFT,0.0021050858875042,0.0021042265494472,0.0021071485012906,0.0021071485012906,48737.0,0.0021056408991555,,,,-0.0094821682567589,,
1749736620000,2025-06-12 09:57:00,MSFT,0.0021071707018985,0.0021048200378867,0.0021077036568658,0.0021048200378867,55211.0,0.0021054356838383,,,,-0.0915596716490061,,
1749736800000,2025-06-12 10:00:00,MSFT,0.0021050858875042,0.0021032533332884,0.0021055291194677,0.0021045542554087,147507.0,0.0021052153267309,,,,-0.0989140500023331,,
1749736980000,2025-06-12 10:03:00,MSFT,0.002104399246625,0.0021032705857608,0.0021062830423152,0.0021037480164285,41526.0,0.0021048484991553,0.0021050937057521,,,0.0237513151050214,,
1749737160000,2025-06-12 10:06:00,MSFT,0.0021036280852861,0.0021009286104458,0.0021046428421096,0.0021010168921758,63100.0,0.0021038905974104,0.0021044665036634,,,-0.079838641899733,,
1749737340000,2025-06-12 10:09:00,MSFT,0.0021008844723628,0.0020972714498437,0.0021012817818869,0.0020996714014256,165826.0,0.0021028357984142,0.0021037287956268,,,-0.1459481591136696,,
1749737520000,2025-06-12 10:12:00,MSFT,0.0020996493585571,0.0020963481615026,0.0021001785151737,0.0020987680231703,174679.0,0.0021018188546032,0.0021029655998643,,,-0.3483954918466878,,
1749737700000,2025-06-12 10:15:00,MSFT,0.0020984597305577,0.0020980705304174,0.0021000021000021,0.0020986799303238,72668.0,0.0021010341235333,0.0021023062660888,,,-0.3157883691140531,,
1749737880000,2025-06-12 10:18:00,MSFT,0.0020987900475375,0.0020981075070286,0.0020996052742084,0.0020986499804405,58675.0,0.0021004380877601,0.0021017437606044,,0.0021041108603991,-0.4033185532436282,,
1749738060000,2025-06-12 10:21:00,MSFT,0.0020986799303238,0.0020973594244845,0.0020993408069866,0.0020983056182132,49231.0,0.0020999049703734,0.0021012148156212,,0.0021027874274397,-0.3095000786879912,,
1749738240000,2025-06-12 10:24:00,MSFT,0.0020984156961494,0.0020981075070286,0.0020996052742084,0.0020986358866736,52864.0,0.0020995876994484,0.0021008180573215,,0.0021023146504155,-0.2812172088170075,,
1749738420000,2025-06-12 10:27:00,MSFT,0.0020984817484549,0.0020977488008743,0.0020990764063811,0.0020985478049189,50546.0,0.002099327725816,0.0021004687877211,,0.0021017935731621,-0.247187945941759,,
1749738600000,2025-06-12 10:30:00,MSFT,0.0020985037668142,0.0020981955518254,0.002100509373523,0.0020997842681642,62901.0,0.0020994418614031,0.0021003634770201,,0.0021015467767879,-0.0586679724561181,,
1749738780000,2025-06-12 10:33:00,MSFT,0.0021000021000021,0.0020989887282206,0.002101325936666,0.002101325936666,64456.0,0.0020999128802188,0.0021005115477348,,0.002101415349751,0.0787997226269333,,
1749738960000,2025-06-12 10:36:00,MSFT,0.0021014142517914,0.0021001785151737,0.0021017675865402,0.0021011934778954,57333.0,0.0021002330296379,0.0021006164600672,,0.002101298661516,0.1155656412868419,,
1749739140000,2025-06-12 10:39:00,MSFT,0.0021009727503834,0.0020991204685236,0.002101944298476,0.0020995171110644,44834.0,0.0021000540499945,0.0021004473294514,,0.002100991658776,0.0398908251088322,,
1749739320000,2025-06-12 10:42:00,MSFT,0.0020993408069866,0.0020983276328765,0.0020997221017798,0.0020984817484549,63388.0,0.0020996609746096,0.002100144932375,,0.0021006712123002,-0.0080162002795863,,
1749739500000,2025-06-12 10:45:00,MSFT,0.0020984377131225,0.0020980634874011,0.0020993408069866,0.0020985478049189,31278.0,0.0020993826821869,0.0020998992204587,0.0021020096289819,0.0021003669984685,0.0115420129268809,-2.1104085232625733e-06,-2.1104085232625733e-06
