timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,SPY,600.01,600.67,599.64,599.75,1108313.0,,,,,,,
1749735300000,2025-06-12 09:35:00,SPY,599.76,600.53,599.52,600.32,926155.0,,,,,,,
1749735600000,2025-06-12 09:40:00,SPY,600.32,600.82,600.19,600.7,676437.0,,,,,,,
1749735900000,2025-06-12 09:45:00,SPY,600.7,600.95,600.4,600.9099,580949.0,,,,,,,
1749736200000,2025-06-12 09:50:00,SPY,600.89,601.24,600.65,601.03,713291.0,,,,,,,
1749736500000,2025-06-12 09:55:00,SPY,601.02,601.02,600.36,600.7699,523913.0,,,,,,,
1749736800000,2025-06-12 10:00:00,SPY,600.76,601.095,600.61,600.88,472069.0,600.6228285714286,,,,,,
1749737100000,2025-06-12 10:05:00,SPY,600.89,601.66,600.74,601.43,785967.0,600.8246214285714,,,,,,
1749737400000,2025-06-12 10:10:00,SPY,601.46,601.925,601.385,601.87,486745.0,601.0859660714285,,,,0.3534806169237189,,
1749737700000,2025-06-12 10:15:00,SPY,601.87,602.35,601.7801,602.21,810277.0,601.3669745535714,,,,0.3148320895522365,,
1749738000000,2025-06-12 10:20:00,SPY,602.21,602.46,602.09,602.25,597695.0,601.5877309151786,,,,0.2580322956550614,,
1749738300000,2025-06-12 10:25:00,SPY,602.25,602.64,601.98,602.48,857114.0,601.8107981863839,601.21665,,,0.2612870914591397,,
1749738600000,2025-06-12 10:30:00,SPY,602.49,602.72,602.35,602.61,496446.0,602.0105986397879,601.4310115384615,,,0.2628820524765887,,
1749738900000,2025-06-12 10:35:00,SPY,602.57,603.02,602.4301,602.89,567591.0,602.230448979841,601.655471301775,,,0.3528971741094185,,
1749739200000,2025-06-12 10:40:00,SPY,602.9,603.12,602.84,602.95,483012.0,602.4103367348807,601.8546295630405,,,0.3444947410464735,,
1749739500000,2025-06-12 10:45:00,SPY,602.95,603.13,602.885,603.04,448511.0,602.5677525511605,602.0369942456496,,,0.2676953261393701,,
1749739800000,2025-06-12 10:50:00,SPY,603.04,603.05,602.7801,602.8301,510255.0,602.6333394133704,602.1590105155497,,601.5426965215388,0.1595194975659214,,
1749740100000,2025-06-12 10:55:00,SPY,602.84,602.925,602.58,602.6413,540828.0,602.6353295600278,602.2332088977728,,601.7890419986629,0.0716195347137983,,
1749740400000,2025-06-12 11:00:00,SPY,602.65,603.62,602.65,603.49,914765.0,602.8489971700209,602.4265613750385,,602.0677134164926,0.2058945620589471,,
1749740700000,2025-06-12 11:05:00,SPY,603.47,603.51,603.09,603.2,442855.0,602.9367478775157,602.545551932725,,602.2071359417737,0.1195060416943346,,
1749741000000,2025-06-12 11:10:00,SPY,603.2093,603.295,602.94,603.19,404946.0,603.0000609081368,602.6446977892288,,602.3216549082364,0.0962479879192248,,
1749741300000,2025-06-12 11:15:00,SPY,603.19,603.3,602.43,602.64,1017165.0,602.9100456811026,602.6439750524244,,602.4418399273408,-0.0414669342666158,,
1749741600000,2025-06-12 11:20:00,SPY,602.64,602.77,601.54,601.98,1368764.0,602.677534260827,602.541825044359,,602.463598168131,-0.1608756945020362,,
1749741900000,2025-06-12 11:25:00,SPY,601.97,602.49,601.7101,602.45,877897.0,602.6206506956203,602.5276981144576,,602.5269553633146,-0.097837622711581,,
1749742200000,2025-06-12 11:30:00,SPY,602.45,602.61,601.97,602.27,544587.0,602.5329880217153,602.4880522506949,,602.5904796301019,-0.0929117507569768,,
1749742500000,2025-06-12 11:35:00,SPY,602.28,602.5291,602.02,602.14,348333.0,602.4347410162865,602.434505750588,602.0354307692307,602.60773296722,-0.0831838110000119,0.3990749813572165,0.3990749813572165
1749742800000,2025-06-12 11:40:00,SPY,602.14,602.5,602.08,602.37,231487.0,602.4185557622149,602.424581788959,602.0602136752136,602.6328207898875,-0.185587167972958,0.3643681137453995,0.3921336078348532
1749743100000,2025-06-12 11:45:00,SPY,602.355,602.39,601.86,602.01,386989.0,602.3164168216612,602.360799975273,602.0564941437163,602.6316509704168,-0.1972811671087623,0.3043058315566895,0.3745680525792205
1749743400000,2025-06-12 11:50:00,SPY,602.0,602.27,601.74,602.25,482049.0,602.2998126162458,602.343753825231,602.0708279108485,602.6262873975709,-0.1558381272899177,0.2729259143825402,0.3542396249398844
1749743700000,2025-06-12 11:55:00,SPY,602.26,602.55,602.12,602.47,350247.0,602.3423594621844,602.363176313657,602.1003962137486,602.6215845692175,-0.0282092127970196,0.2627800999084684,0.3359477199336012
1749744000000,2025-06-12 12:00:00,SPY,602.475,602.825,601.915,602.14,617791.0,602.2917695966382,602.3288414961713,602.1033298275449,602.5764644997467,0.0265789561114934,0.2255116686263818,0.3138605096721573
1749744300000,2025-06-12 12:05:00,SPY,602.1,602.78,601.99,602.655,863357.0,602.3825771974787,602.3790197275296,602.1441942847638,602.5655844062011,0.0340277201427383,0.2348254427657821,0.2980534962908823
1749744600000,2025-06-12 12:10:00,SPY,602.67,603.32,602.63,602.92,521303.0,602.516932898109,602.4622474617557,602.2016613747812,602.5628960210265,0.1079250170189412,0.2605860869745129,0.2905600144276084
1749744900000,2025-06-12 12:15:00,SPY,602.92,603.1,602.65,602.745,384557.0,602.5739496735818,602.5057478522549,602.2419086803529,602.5564565840868,0.1004749725977377,0.2638391719019637,0.2852158459224795
1749745200000,2025-06-12 12:20:00,SPY,602.75,602.9,602.17,602.2951,332541.0,602.5042372551864,602.4733404903695,602.2458487781046,602.5432948095436,-0.0124342181715485,0.227491712264964,0.2736710191909764
1749745500000,2025-06-12 12:25:00,SPY,602.31,603.16,602.295,603.0046,477564.0,602.6293279413898,602.5550727226204,602.3020525723191,602.476398713143,0.1652132024384962,0.2530201503012677,0.2695408454130347
1749745800000,2025-06-12 12:30:00,SPY,602.99,603.0,602.02,602.83,819222.0,602.6794959560423,602.5973692268326,602.3411597891843,602.4733303004178,0.096305520963062,0.2562094376482946,0.2668745638600867
