timestamp,datetime,symbol,open,high,low,close,volume,ema7,ema12,ema26,vwma17,roc8,macd_line,macd_signal
1749735000000,2025-06-12 09:30:00,AMZN,211.78,212.38,211.33,211.72,804272.0,,,,,,,
1749735300000,2025-06-12 09:35:00,AMZN,211.7275,212.16,211.49,212.03,335635.0,,,,,,,
1749735600000,2025-06-12 09:40:00,AMZN,212.02,212.47,211.98,212.46,307686.0,,,,,,,
1749735900000,2025-06-12 09:45:00,AMZN,212.425,213.13,212.38,212.955,461203.0,,,,,,,
1749736200000,2025-06-12 09:50:00,AMZN,212.95,213.135,212.72,212.755,267482.0,,,,,,,
1749736500000,2025-06-12 09:55:00,AMZN,212.765,212.83,212.19,212.54,258232.0,,,,,,,
1749736800000,2025-06-12 10:00:00,AMZN,212.5,212.95,212.43,212.5301,275246.0,212.4271571428571,,,,,,
1749737100000,2025-06-12 10:05:00,AMZN,212.545,213.02,212.33,212.8872,216686.0,212.54216785714289,,,,,,
1749737400000,2025-06-12 10:10:00,AMZN,212.9,213.32,212.84,213.175,296445.0,212.70037589285715,,,,0.6872284148875933,,
1749737700000,2025-06-12 10:15:00,AMZN,213.185,213.39,213.04,213.06,559663.0,212.7902819196429,,,,0.4857803141064949,,
1749738000000,2025-06-12 10:20:00,AMZN,213.065,213.1323,212.86,213.037,189762.0,212.85196143973215,,,,0.2715805328061744,,
1749738300000,2025-06-12 10:25:00,AMZN,213.03,213.1196,212.7869,212.83,165640.0,212.84647107979913,212.66494166666664,,,-0.0586978469629733,,
1749738600000,2025-06-12 10:30:00,AMZN,212.84,212.89,212.62,212.8323,278409.0,212.84292830984936,212.69068910256408,,,0.0363328711428676,,
1749738900000,2025-06-12 10:35:00,AMZN,212.813,212.98,212.6,212.87,159624.0,212.84969623238703,212.7182753944773,,,0.1552648913145819,,
1749739200000,2025-06-12 10:40:00,AMZN,212.88,212.99,212.75,212.89,225454.0,212.85977217429027,212.7446945645577,,,0.1693407192675211,,
1749739500000,2025-06-12 10:45:00,AMZN,212.89,213.01,212.8,212.94,124914.0,212.8798291307177,212.7747415546257,,,0.0248018669041589,,
1749739800000,2025-06-12 10:50:00,AMZN,212.94,212.99,212.68,212.975,156983.0,212.90362184803823,212.80555054622175,,212.62241756466625,-0.0938196317579533,,
1749740100000,2025-06-12 10:55:00,AMZN,212.98,213.07,212.691,212.85,178558.0,212.8902163860287,212.81238892372613,,212.7943535978376,-0.0985637848493419,,
1749740400000,2025-06-12 11:00:00,AMZN,212.87,213.58,212.87,213.37,219677.0,213.01016228952153,212.89817524315288,,212.88256864499417,0.1563108755756035,,
1749740700000,2025-06-12 11:05:00,AMZN,213.35,213.46,212.87,213.04,163264.0,213.0176217171411,212.91999443651395,,212.9196695147671,0.0986703002396182,,
1749741000000,2025-06-12 11:10:00,AMZN,213.04,213.235,212.98,213.03,142509.0,213.02071628785583,212.936918369358,,212.9195221816257,0.0928900359578868,,
1749741300000,2025-06-12 11:15:00,AMZN,213.02,213.065,212.43,212.59,249030.0,212.9130372158919,212.88354631253367,,212.90966382921565,-0.1315356790529436,,
1749741600000,2025-06-12 11:20:00,AMZN,212.6,212.69,212.23,212.47,231915.0,212.80227791191896,212.8199238029131,,212.9079669116295,-0.1972849828549897,,
1749741900000,2025-06-12 11:25:00,AMZN,212.44,212.57,212.21,212.5303,195511.0,212.7342834339392,212.77536629477265,,212.9160031308104,-0.1924016154785322,,
